trace_id,span_id,parent_span_id,service,operation,start_time,duration_us,http_status_code,http_method,http_url,component,tags,logs
00375a1ade701ffa,00375a1ade701ffa,,nginx-web-server,/wrk2-api/home-timeline/read,2025-11-04 00:20:00.521000,1325,200,GET,http://localhost:8080/wrk2-api/home-timeline/read?req_id=101&user_id=98&start=1022878777&stop=-26090129,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 200, ""http.status_line"": """", ""component"": ""nginx"", ""nginx.worker_pid"": ""11"", ""peer.address"": ""172.28.0.1:59166"", ""http.method"": ""GET"", ""http.url"": ""http://localhost:8080/wrk2-api/home-timeline/read?req_id=101&user_id=98&start=1022878777&stop=-26090129"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}",
00375a1ade701ffa,b04a35bc78367bd0,c4c6197d4cc6a67e,nginx-web-server,read_home_timeline_client,2025-11-04 00:20:00.521783,490,,,,,"{""internal.span.format"": ""proto""}",
00375a1ade701ffa,c4c6197d4cc6a67e,00375a1ade701ffa,nginx-web-server,/wrk2-api/home-timeline/read,2025-11-04 00:20:00.521706,619,200,GET,http://localhost:8080/wrk2-api/home-timeline/read?req_id=101&user_id=98&start=1022878777&stop=-26090129,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""11"", ""peer.address"": ""172.28.0.1:59166"", ""http.method"": ""GET"", ""http.url"": ""http://localhost:8080/wrk2-api/home-timeline/read?req_id=101&user_id=98&start=1022878777&stop=-26090129"", ""http.host"": ""localhost:8080"", ""http.status_code"": 200, ""http.status_line"": """", ""internal.span.format"": ""proto""}",
00375a1ade701ffa,bf3db8866fbb2784,b04a35bc78367bd0,home-timeline-service,read_home_timeline_server,2025-11-04 00:20:00.522102,18,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,4902ff346d1d2ec6,1283657edca4a15b,unique-id-service,compose_unique_id_server,2025-11-04 00:17:08.974310,85,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,fd8f75626c9d9bc9,d26a6a67a5e452be,media-service,compose_media_server,2025-11-04 00:17:08.974381,67,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,fed9bf9ab4bc6212,8f31aaee3f3f42f1,text-service,compose_urls_client,2025-11-04 00:17:08.975191,888,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,8f31aaee3f3f42f1,3e68f0a6cb8e7a8c,text-service,compose_text_server,2025-11-04 00:17:08.974045,2217,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,9c71b24bd3aed3b8,8f31aaee3f3f42f1,text-service,compose_user_mentions_client,2025-11-04 00:17:08.975208,656,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,b011151ec9d53e2c,9928d8a22b8b7df0,social-graph-service,social_graph_redis_get_client,2025-11-04 00:17:08.981039,914,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,9928d8a22b8b7df0,3a1c633d8c86ffdf,social-graph-service,get_followers_server,2025-11-04 00:17:08.981023,1019,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,003be3233481c3f0,,nginx-web-server,/wrk2-api/post/compose,2025-11-04 00:17:08.971000,12621,200,POST,http://localhost:8080/wrk2-api/post/compose,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 200, ""http.status_line"": """", ""component"": ""nginx"", ""nginx.worker_pid"": ""10"", ""peer.address"": ""172.28.0.1:33720"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/post/compose"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}",
003be3233481c3f0,92fe5e7250e2dad9,6c8c6bfa147b5a81,nginx-web-server,compose_post_client,2025-11-04 00:17:08.972518,11020,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,6c8c6bfa147b5a81,003be3233481c3f0,nginx-web-server,/wrk2-api/post/compose,2025-11-04 00:17:08.971920,11700,200,POST,http://localhost:8080/wrk2-api/post/compose,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""10"", ""peer.address"": ""172.28.0.1:33720"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/post/compose"", ""http.host"": ""localhost:8080"", ""http.status_code"": 200, ""http.status_line"": """", ""internal.span.format"": ""proto""}",
003be3233481c3f0,3a1c633d8c86ffdf,6c880967391c6186,home-timeline-service,get_followers_client,2025-11-04 00:17:08.980706,1514,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,6c880967391c6186,ce6f9280eea9ef3d,home-timeline-service,write_home_timeline_server,2025-11-04 00:17:08.980693,2386,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,c8ef8a2a0fa8f357,6c880967391c6186,home-timeline-service,write_home_timeline_redis_update_client,2025-11-04 00:17:08.982332,691,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,df6958636df365ca,6734fb47d64a1730,user-service,compose_creator_server,2025-11-04 00:17:08.974034,15,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,7dbaef17b9ace6ce,9c71b24bd3aed3b8,user-mention-service,compose_user_mentions_server,2025-11-04 00:17:08.975501,44,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,c8b314f938f56ce3,ff8ef5112095f05f,post-storage-service,post_storage_mongo_insert_client,2025-11-04 00:17:08.977285,723,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,ff8ef5112095f05f,9cbbdc688be15365,post-storage-service,store_post_server,2025-11-04 00:17:08.977250,819,,,,,"{""internal.span.format"": ""proto""}",
003be3233481c3f0,3e68f0a6cb8e7a8c,fc2a9b2e3fa32e42,compose-post-service,compose_text_client,2025-11-04 00:17:08.973680,2764,,,,,"{""internal.span.format"": ""proto""}",
