timestamp,value,metric,device,instance,job
2025-11-03 22:27:17,7.089555562158218e-05,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:27:32,0.00012507466669214773,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:27:47,0.000811617111159688,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:28:02,0.006335952722254056,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:28:17,0.012760220977821524,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:28:32,0.026761384333355,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:28:47,0.02814991815874908,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:29:02,0.029103296083355025,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:29:17,0.029034101802503195,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:29:32,0.029022577222265398,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:29:47,0.029567505818189517,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:30:02,0.0305053795926257,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:30:17,0.030593722017133233,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:30:32,0.0307543605873171,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:30:47,0.0317340898518894,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:31:02,0.03301203550002742,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:31:17,0.033388977542484495,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:31:32,0.03370224746913374,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:31:47,0.034056140350896796,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:32:02,0.03683157894737904,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:32:17,0.037571929824556906,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:32:32,0.03737192982455446,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:32:47,0.03392631578945408,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:33:02,0.030301754385960007,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:33:17,0.01767017543862222,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:33:32,0.016835087719281498,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:33:47,0.016800000000001633,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:34:02,0.01890175438597349,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:34:17,0.019031578947365152,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:34:32,0.018838596491249308,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:34:47,0.019529824561374098,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:35:02,0.021498245614010987,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:35:17,0.02170877192984335,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:35:32,0.02127017543856422,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:35:47,0.02014736842104691,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-03 22:36:02,0.021519298245619753,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
