timestamp,value,metric,result
2025-11-03 22:27:13,0.0,"result=""dropped""",dropped
2025-11-03 22:27:28,0.0,"result=""dropped""",dropped
2025-11-03 22:27:43,0.0,"result=""dropped""",dropped
2025-11-03 22:27:58,0.0,"result=""dropped""",dropped
2025-11-03 22:28:13,0.0,"result=""dropped""",dropped
2025-11-03 22:28:28,0.0,"result=""dropped""",dropped
2025-11-03 22:28:43,0.0,"result=""dropped""",dropped
2025-11-03 22:28:58,0.0,"result=""dropped""",dropped
2025-11-03 22:29:13,0.0,"result=""dropped""",dropped
2025-11-03 22:29:28,0.0,"result=""dropped""",dropped
2025-11-03 22:29:43,0.0,"result=""dropped""",dropped
2025-11-03 22:29:58,0.0,"result=""dropped""",dropped
2025-11-03 22:30:13,0.0,"result=""dropped""",dropped
2025-11-03 22:30:28,0.0,"result=""dropped""",dropped
2025-11-03 22:30:43,0.0,"result=""dropped""",dropped
2025-11-03 22:30:58,0.0,"result=""dropped""",dropped
2025-11-03 22:31:13,0.0,"result=""dropped""",dropped
2025-11-03 22:31:28,0.0,"result=""dropped""",dropped
2025-11-03 22:31:43,0.0,"result=""dropped""",dropped
2025-11-03 22:31:58,0.0,"result=""dropped""",dropped
2025-11-03 22:32:13,0.0,"result=""dropped""",dropped
2025-11-03 22:32:28,0.0,"result=""dropped""",dropped
2025-11-03 22:32:43,0.0,"result=""dropped""",dropped
2025-11-03 22:32:58,0.0,"result=""dropped""",dropped
2025-11-03 22:33:13,0.0,"result=""dropped""",dropped
2025-11-03 22:33:28,0.0,"result=""dropped""",dropped
2025-11-03 22:33:43,0.0,"result=""dropped""",dropped
2025-11-03 22:33:58,0.0,"result=""dropped""",dropped
2025-11-03 22:34:13,0.0,"result=""dropped""",dropped
2025-11-03 22:34:28,0.0,"result=""dropped""",dropped
2025-11-03 22:34:43,0.0,"result=""dropped""",dropped
2025-11-03 22:34:58,0.0,"result=""dropped""",dropped
2025-11-03 22:35:13,0.0,"result=""dropped""",dropped
2025-11-03 22:35:28,0.0,"result=""dropped""",dropped
2025-11-03 22:35:43,0.0,"result=""dropped""",dropped
2025-11-03 22:35:58,0.0,"result=""dropped""",dropped
2025-11-03 22:36:13,0.0,"result=""dropped""",dropped
2025-11-03 22:36:28,0.0,"result=""dropped""",dropped
2025-11-03 22:36:43,0.0,"result=""dropped""",dropped
2025-11-03 22:36:58,0.0,"result=""dropped""",dropped
2025-11-03 22:37:13,0.0,"result=""dropped""",dropped
2025-11-03 22:37:28,0.0,"result=""dropped""",dropped
2025-11-03 22:37:43,0.0,"result=""dropped""",dropped
2025-11-03 22:37:58,0.0,"result=""dropped""",dropped
2025-11-03 22:38:13,0.0,"result=""dropped""",dropped
2025-11-03 22:38:28,0.0,"result=""dropped""",dropped
2025-11-03 22:38:43,0.0,"result=""dropped""",dropped
2025-11-03 22:38:58,0.0,"result=""dropped""",dropped
2025-11-03 22:39:13,0.0,"result=""dropped""",dropped
2025-11-03 22:39:28,0.0,"result=""dropped""",dropped
2025-11-03 22:39:43,0.0,"result=""dropped""",dropped
2025-11-03 22:39:58,0.0,"result=""dropped""",dropped
2025-11-03 22:40:13,0.0,"result=""dropped""",dropped
2025-11-03 22:40:28,0.0,"result=""dropped""",dropped
2025-11-03 22:40:43,0.0,"result=""dropped""",dropped
2025-11-03 22:40:58,0.0,"result=""dropped""",dropped
2025-11-03 22:41:13,0.0,"result=""dropped""",dropped
2025-11-03 22:41:28,0.0,"result=""dropped""",dropped
2025-11-03 22:41:43,0.0,"result=""dropped""",dropped
2025-11-03 22:41:58,0.0,"result=""dropped""",dropped
2025-11-03 22:42:13,0.0,"result=""dropped""",dropped
2025-11-03 22:42:28,0.0,"result=""dropped""",dropped
2025-11-03 22:42:43,0.0,"result=""dropped""",dropped
2025-11-03 22:42:58,0.0,"result=""dropped""",dropped
2025-11-03 22:43:13,0.0,"result=""dropped""",dropped
2025-11-03 22:43:28,0.0,"result=""dropped""",dropped
2025-11-03 22:43:43,0.0,"result=""dropped""",dropped
2025-11-03 22:43:58,0.0,"result=""dropped""",dropped
2025-11-03 22:44:13,0.0,"result=""dropped""",dropped
2025-11-03 22:44:28,0.0,"result=""dropped""",dropped
2025-11-03 22:44:43,0.0,"result=""dropped""",dropped
2025-11-03 22:44:58,0.0,"result=""dropped""",dropped
2025-11-03 22:45:13,0.0,"result=""dropped""",dropped
2025-11-03 22:45:28,0.0,"result=""dropped""",dropped
2025-11-03 22:45:43,0.0,"result=""dropped""",dropped
2025-11-03 22:45:58,0.0,"result=""dropped""",dropped
2025-11-03 22:46:13,0.0,"result=""dropped""",dropped
2025-11-03 22:46:28,0.0,"result=""dropped""",dropped
2025-11-03 22:46:43,0.0,"result=""dropped""",dropped
2025-11-03 22:46:58,0.0,"result=""dropped""",dropped
2025-11-03 22:27:13,0.0,"result=""err""",err
2025-11-03 22:27:28,0.0,"result=""err""",err
2025-11-03 22:27:43,0.0,"result=""err""",err
2025-11-03 22:27:58,0.0,"result=""err""",err
2025-11-03 22:28:13,0.0,"result=""err""",err
2025-11-03 22:28:28,0.0,"result=""err""",err
2025-11-03 22:28:43,0.0,"result=""err""",err
2025-11-03 22:28:58,0.0,"result=""err""",err
2025-11-03 22:29:13,0.0,"result=""err""",err
2025-11-03 22:29:28,0.0,"result=""err""",err
2025-11-03 22:29:43,0.0,"result=""err""",err
2025-11-03 22:29:58,0.0,"result=""err""",err
2025-11-03 22:30:13,0.0,"result=""err""",err
2025-11-03 22:30:28,0.0,"result=""err""",err
2025-11-03 22:30:43,0.0,"result=""err""",err
2025-11-03 22:30:58,0.0,"result=""err""",err
2025-11-03 22:31:13,0.0,"result=""err""",err
2025-11-03 22:31:28,0.0,"result=""err""",err
2025-11-03 22:31:43,0.0,"result=""err""",err
2025-11-03 22:31:58,0.0,"result=""err""",err
2025-11-03 22:32:13,0.0,"result=""err""",err
2025-11-03 22:32:28,0.0,"result=""err""",err
2025-11-03 22:32:43,0.0,"result=""err""",err
2025-11-03 22:32:58,0.0,"result=""err""",err
2025-11-03 22:33:13,0.0,"result=""err""",err
2025-11-03 22:33:28,0.0,"result=""err""",err
2025-11-03 22:33:43,0.0,"result=""err""",err
2025-11-03 22:33:58,0.0,"result=""err""",err
2025-11-03 22:34:13,0.0,"result=""err""",err
2025-11-03 22:34:28,0.0,"result=""err""",err
2025-11-03 22:34:43,0.0,"result=""err""",err
2025-11-03 22:34:58,0.0,"result=""err""",err
2025-11-03 22:35:13,0.0,"result=""err""",err
2025-11-03 22:35:28,0.0,"result=""err""",err
2025-11-03 22:35:43,0.0,"result=""err""",err
2025-11-03 22:35:58,0.0,"result=""err""",err
2025-11-03 22:36:13,0.0,"result=""err""",err
2025-11-03 22:36:28,0.0,"result=""err""",err
2025-11-03 22:36:43,0.0,"result=""err""",err
2025-11-03 22:36:58,0.0,"result=""err""",err
2025-11-03 22:37:13,0.0,"result=""err""",err
2025-11-03 22:37:28,0.0,"result=""err""",err
2025-11-03 22:37:43,0.0,"result=""err""",err
2025-11-03 22:37:58,0.0,"result=""err""",err
2025-11-03 22:38:13,0.0,"result=""err""",err
2025-11-03 22:38:28,0.0,"result=""err""",err
2025-11-03 22:38:43,0.0,"result=""err""",err
2025-11-03 22:38:58,0.0,"result=""err""",err
2025-11-03 22:39:13,0.0,"result=""err""",err
2025-11-03 22:39:28,0.0,"result=""err""",err
2025-11-03 22:39:43,0.0,"result=""err""",err
2025-11-03 22:39:58,0.0,"result=""err""",err
2025-11-03 22:40:13,0.0,"result=""err""",err
2025-11-03 22:40:28,0.0,"result=""err""",err
2025-11-03 22:40:43,0.0,"result=""err""",err
2025-11-03 22:40:58,0.0,"result=""err""",err
2025-11-03 22:41:13,0.0,"result=""err""",err
2025-11-03 22:41:28,0.0,"result=""err""",err
2025-11-03 22:41:43,0.0,"result=""err""",err
2025-11-03 22:41:58,0.0,"result=""err""",err
2025-11-03 22:42:13,0.0,"result=""err""",err
2025-11-03 22:42:28,0.0,"result=""err""",err
2025-11-03 22:42:43,0.0,"result=""err""",err
2025-11-03 22:42:58,0.0,"result=""err""",err
2025-11-03 22:43:13,0.0,"result=""err""",err
2025-11-03 22:43:28,0.0,"result=""err""",err
2025-11-03 22:43:43,0.0,"result=""err""",err
2025-11-03 22:43:58,0.0,"result=""err""",err
2025-11-03 22:44:13,0.0,"result=""err""",err
2025-11-03 22:44:28,0.0,"result=""err""",err
2025-11-03 22:44:43,0.0,"result=""err""",err
2025-11-03 22:44:58,0.0,"result=""err""",err
2025-11-03 22:45:13,0.0,"result=""err""",err
2025-11-03 22:45:28,0.0,"result=""err""",err
2025-11-03 22:45:43,0.0,"result=""err""",err
2025-11-03 22:45:58,0.0,"result=""err""",err
2025-11-03 22:46:13,0.0,"result=""err""",err
2025-11-03 22:46:28,0.0,"result=""err""",err
2025-11-03 22:46:43,0.0,"result=""err""",err
2025-11-03 22:46:58,0.0,"result=""err""",err
2025-11-03 22:27:13,0.0,"result=""ok""",ok
2025-11-03 22:27:28,0.0,"result=""ok""",ok
2025-11-03 22:27:43,0.0,"result=""ok""",ok
2025-11-03 22:27:58,0.0,"result=""ok""",ok
2025-11-03 22:28:13,0.0,"result=""ok""",ok
2025-11-03 22:28:28,0.0,"result=""ok""",ok
2025-11-03 22:28:43,0.0,"result=""ok""",ok
2025-11-03 22:28:58,0.0,"result=""ok""",ok
2025-11-03 22:29:13,0.0,"result=""ok""",ok
2025-11-03 22:29:28,0.0,"result=""ok""",ok
2025-11-03 22:29:43,0.0,"result=""ok""",ok
2025-11-03 22:29:58,0.0,"result=""ok""",ok
2025-11-03 22:30:13,0.0,"result=""ok""",ok
2025-11-03 22:30:28,0.0,"result=""ok""",ok
2025-11-03 22:30:43,0.0,"result=""ok""",ok
2025-11-03 22:30:58,0.0,"result=""ok""",ok
2025-11-03 22:31:13,0.0,"result=""ok""",ok
2025-11-03 22:31:28,0.0,"result=""ok""",ok
2025-11-03 22:31:43,0.0,"result=""ok""",ok
2025-11-03 22:31:58,0.0,"result=""ok""",ok
2025-11-03 22:32:13,0.0,"result=""ok""",ok
2025-11-03 22:32:28,0.0,"result=""ok""",ok
2025-11-03 22:32:43,0.0,"result=""ok""",ok
2025-11-03 22:32:58,0.0,"result=""ok""",ok
2025-11-03 22:33:13,0.0,"result=""ok""",ok
2025-11-03 22:33:28,0.0,"result=""ok""",ok
2025-11-03 22:33:43,0.0,"result=""ok""",ok
2025-11-03 22:33:58,0.0,"result=""ok""",ok
2025-11-03 22:34:13,0.0,"result=""ok""",ok
2025-11-03 22:34:28,0.0,"result=""ok""",ok
2025-11-03 22:34:43,0.0,"result=""ok""",ok
2025-11-03 22:34:58,0.0,"result=""ok""",ok
2025-11-03 22:35:13,0.0,"result=""ok""",ok
2025-11-03 22:35:28,0.0,"result=""ok""",ok
2025-11-03 22:35:43,0.0,"result=""ok""",ok
2025-11-03 22:35:58,0.0,"result=""ok""",ok
2025-11-03 22:36:13,0.0,"result=""ok""",ok
2025-11-03 22:36:28,0.0,"result=""ok""",ok
2025-11-03 22:36:43,0.0,"result=""ok""",ok
2025-11-03 22:36:58,0.0,"result=""ok""",ok
2025-11-03 22:37:13,0.0,"result=""ok""",ok
2025-11-03 22:37:28,0.0,"result=""ok""",ok
2025-11-03 22:37:43,0.0,"result=""ok""",ok
2025-11-03 22:37:58,0.0,"result=""ok""",ok
2025-11-03 22:38:13,0.0,"result=""ok""",ok
2025-11-03 22:38:28,0.0,"result=""ok""",ok
2025-11-03 22:38:43,0.0,"result=""ok""",ok
2025-11-03 22:38:58,0.0,"result=""ok""",ok
2025-11-03 22:39:13,0.0,"result=""ok""",ok
2025-11-03 22:39:28,0.0,"result=""ok""",ok
2025-11-03 22:39:43,0.0,"result=""ok""",ok
2025-11-03 22:39:58,0.0,"result=""ok""",ok
2025-11-03 22:40:13,0.0,"result=""ok""",ok
2025-11-03 22:40:28,0.0,"result=""ok""",ok
2025-11-03 22:40:43,0.0,"result=""ok""",ok
2025-11-03 22:40:58,0.0,"result=""ok""",ok
2025-11-03 22:41:13,0.0,"result=""ok""",ok
2025-11-03 22:41:28,0.0,"result=""ok""",ok
2025-11-03 22:41:43,0.0,"result=""ok""",ok
2025-11-03 22:41:58,0.0,"result=""ok""",ok
2025-11-03 22:42:13,0.0,"result=""ok""",ok
2025-11-03 22:42:28,0.0,"result=""ok""",ok
2025-11-03 22:42:43,0.0,"result=""ok""",ok
2025-11-03 22:42:58,0.0,"result=""ok""",ok
2025-11-03 22:43:13,0.0,"result=""ok""",ok
2025-11-03 22:43:28,0.0,"result=""ok""",ok
