timestamp,value,metric
2025-11-03 22:27:16,0.0,
2025-11-03 22:27:31,0.0,
2025-11-03 22:27:46,0.0,
2025-11-03 22:28:01,0.0,
2025-11-03 22:28:16,0.0,
2025-11-03 22:28:31,0.0,
2025-11-03 22:28:46,0.0,
2025-11-03 22:29:01,0.0,
2025-11-03 22:29:16,0.0,
2025-11-03 22:29:31,0.0,
2025-11-03 22:29:46,0.0,
2025-11-03 22:30:01,0.0,
2025-11-03 22:30:16,0.0,
2025-11-03 22:30:31,0.0,
2025-11-03 22:30:46,0.0,
2025-11-03 22:31:01,0.0,
2025-11-03 22:31:16,0.0,
2025-11-03 22:31:31,0.0,
2025-11-03 22:31:46,0.0,
2025-11-03 22:32:01,0.0,
2025-11-03 22:32:16,0.0,
2025-11-03 22:32:31,0.0,
2025-11-03 22:32:46,0.0,
2025-11-03 22:33:01,0.0,
2025-11-03 22:33:16,0.0,
2025-11-03 22:33:31,0.0,
2025-11-03 22:33:46,0.0,
2025-11-03 22:34:01,0.0,
2025-11-03 22:34:16,0.0,
2025-11-03 22:34:31,0.0,
2025-11-03 22:34:46,0.0,
2025-11-03 22:35:01,0.0,
2025-11-03 22:35:16,0.0,
2025-11-03 22:35:31,0.0,
2025-11-03 22:35:46,0.0,
2025-11-03 22:36:01,0.0,
2025-11-03 22:36:16,0.0,
2025-11-03 22:36:31,0.0,
2025-11-03 22:36:46,0.0,
2025-11-03 22:37:01,0.0,
2025-11-03 22:37:16,0.0,
2025-11-03 22:37:31,0.0,
2025-11-03 22:37:46,0.0,
2025-11-03 22:38:01,0.0,
2025-11-03 22:38:16,0.0,
2025-11-03 22:38:31,0.0,
2025-11-03 22:38:46,0.0,
2025-11-03 22:39:01,0.0,
2025-11-03 22:39:16,0.0,
2025-11-03 22:39:31,0.0,
2025-11-03 22:39:46,0.0,
2025-11-03 22:40:01,0.0,
2025-11-03 22:40:16,0.0,
2025-11-03 22:40:31,0.0,
2025-11-03 22:40:46,0.0,
2025-11-03 22:41:01,0.0,
2025-11-03 22:41:16,0.0,
2025-11-03 22:41:31,0.0,
2025-11-03 22:41:46,0.0,
2025-11-03 22:42:01,0.0,
2025-11-03 22:42:16,0.0,
2025-11-03 22:42:31,0.0,
2025-11-03 22:42:46,0.0,
2025-11-03 22:43:01,0.0,
2025-11-03 22:43:16,0.0,
2025-11-03 22:43:31,0.0,
2025-11-03 22:43:46,0.0,
2025-11-03 22:44:01,0.0,
2025-11-03 22:44:16,0.0,
2025-11-03 22:44:31,0.0,
2025-11-03 22:44:46,0.0,
2025-11-03 22:45:01,0.0,
2025-11-03 22:45:16,0.0,
2025-11-03 22:45:31,0.0,
2025-11-03 22:45:46,0.0,
2025-11-03 22:46:01,0.0,
2025-11-03 22:46:16,0.0,
2025-11-03 22:46:31,0.0,
2025-11-03 22:46:46,0.0,
2025-11-03 22:47:01,0.0,
