timestamp,value,metric,__name__,instance,job
2025-11-03 22:27:01,4.39,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:27:16,3.49,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:27:31,2.72,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:27:46,2.18,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:28:01,9.55,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:28:16,17.83,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:28:31,18.86,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:28:46,17.28,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:29:01,15.22,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:29:16,13.77,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:29:31,12.49,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:29:46,11.5,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:30:01,10.8,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:30:16,10.26,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:30:31,9.84,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:30:46,9.43,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:31:01,9.11,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:31:16,9.09,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:31:31,8.85,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:31:46,8.74,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:32:01,8.65,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:32:16,8.57,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:32:31,8.53,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:32:46,8.41,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:33:01,8.32,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:33:16,8.33,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:33:31,8.25,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:33:46,6.97,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:34:01,5.42,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:34:16,4.36,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:34:31,3.39,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:34:46,2.64,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:35:01,2.26,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
