timestamp,value,metric,device,fstype,instance,job,mountpoint
2025-11-04 02:56:46,38.74985710330192,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:57:01,38.749931950983154,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:57:16,38.7499818494373,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:57:31,38.75127421939981,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:57:46,38.785334904203204,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:58:01,38.817978472908706,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:58:16,38.841161294707206,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:58:31,38.84229398961643,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:58:46,38.84319216179115,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:59:01,38.843262019626955,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:59:16,38.84336181653526,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
2025-11-04 02:59:31,38.843890740149256,"device=""/dev/vda1"",fstype=""ext4"",instance=""node-exporter:9100"",job=""node"",mountpoint=""/""",/dev/vda1,ext4,node-exporter:9100,node,/
