timestamp,value,metric,device,instance,job
2025-11-04 02:56:57,8.369822219577488e-05,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:57:12,0.00011174133335609804,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:57:27,0.001605929111085595,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:57:42,0.006890704166689918,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:57:57,0.013209255999993256,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:58:12,0.019444602074081104,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:58:27,0.02354018187299168,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:58:42,0.02359598111111964,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:58:57,0.023388408493841516,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:59:12,0.023238477266675883,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:59:27,0.02418031713132478,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:59:42,0.024062503944420863,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 02:59:57,0.024004284803406863,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:00:12,0.02394791265079037,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:00:27,0.02630500718516884,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:00:42,0.02625738909723851,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:00:57,0.026191383281038035,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:01:12,0.026150853604922877,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:01:27,0.027491228070146843,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:01:42,0.027445614035088124,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:01:57,0.02752982456137001,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:02:12,0.0262947368421265,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:02:27,0.023084210526308435,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:02:42,0.01717192982456222,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:02:57,0.011112280701758879,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:03:12,0.006950877192981639,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:03:27,0.007645614035049731,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:03:42,0.007631578947327573,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:03:57,0.007635087719270877,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:04:12,0.006575438596477748,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:04:27,0.007835087719324388,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:04:42,0.007838596491216631,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:04:57,0.007849122806995486,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:05:12,0.005592982456130956,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:05:27,0.00591578947363846,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:05:42,0.005919298245632824,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:05:57,0.005947368421077139,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:06:12,0.0048421052631742335,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:06:27,0.00570877192985152,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:06:42,0.005628070175461879,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:06:57,0.005638596491240732,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:07:12,0.004178947368391642,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:07:27,0.005171929824568347,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:07:42,0.005171929824568347,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:07:57,0.005343859649126483,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
2025-11-04 03:08:12,0.004319298245664277,"device=""vda"",instance=""node-exporter:9100"",job=""node""",vda,node-exporter:9100,node
