timestamp,value,metric,instance
2025-11-04 02:56:54,2.224999998385698,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:57:09,1.9666666677221656,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:57:24,4.208333333954215,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:57:39,83.12499999844779,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:57:54,76.88333333159486,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:58:09,58.26666666970899,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:58:24,4.241666666542486,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:58:39,3.566666666107878,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:58:54,3.05833333327125,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:59:09,3.133333334699273,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:59:24,3.9333333307877183,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:59:39,3.225000000869244,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 02:59:54,3.299999997640654,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:00:09,2.8333333351959737,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:00:24,5.116666665611163,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:00:39,3.2083333345751015,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:00:54,3.308333332339913,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:01:09,3.0749999995653923,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:01:24,3.3833333353201596,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:01:39,3.224999999317035,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:01:54,3.2666666666045785,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:02:09,3.1999999998758284,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:02:24,4.433333335133895,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:02:39,2.8916666672254507,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:02:54,3.2583333303530964,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:03:09,3.083333332712442,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:03:24,3.525000001924738,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:03:39,3.233333332464099,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:03:54,2.8083333357547815,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:04:09,3.2083333314706834,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:04:24,3.9500000017384735,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:04:39,3.1416666647419333,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:04:54,4.34166666585952,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:05:09,2.8833333371828047,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:05:24,3.63333332973221,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:05:39,3.574999999254942,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:05:54,3.7250000036631974,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:06:09,3.283333332898721,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:06:24,3.5583333298563957,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:06:39,3.4500000020489097,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:06:54,3.466666669895247,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:07:09,3.241666664058968,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:07:24,3.7750000009934155,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:07:39,2.6999999986340555,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 03:07:54,3.3833333337679505,"instance=""node-exporter:9100""",node-exporter:9100
