timestamp,value,metric,__name__,instance,job
2025-11-04 02:56:41,3.03,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:56:56,2.36,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:57:11,1.84,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:57:26,1.43,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:57:41,20.13,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:57:56,27.31,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:58:11,27.37,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:58:26,21.38,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:58:41,16.71,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:58:56,13.01,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:59:11,10.13,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:59:26,7.88,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:59:41,6.14,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 02:59:56,4.98,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:00:11,3.95,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:00:26,3.07,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:00:41,2.39,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:00:56,1.86,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:01:11,1.59,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:01:26,1.47,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:01:41,1.14,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:01:56,0.89,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:02:11,0.77,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:02:26,0.92,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:02:41,0.72,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:02:56,0.56,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:03:11,0.43,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:03:26,0.42,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:03:41,0.32,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:03:56,0.41,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:04:11,1.24,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:04:26,2.0,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-04 03:04:41,1.87,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
