timestamp,value,metric,__name__,instance,job
2025-11-03 22:03:27,4.69,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:03:42,3.65,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:03:57,2.84,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:04:12,2.21,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:04:27,6.0,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:04:42,15.34,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:04:57,15.98,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:05:12,12.52,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:05:27,9.75,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:05:42,7.59,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:05:57,5.9,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:06:12,4.66,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:06:27,3.63,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:06:42,2.83,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:06:57,2.2,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:07:12,1.71,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:07:27,1.4,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:07:42,1.09,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:07:57,0.85,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:08:12,0.66,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:08:27,0.51,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:08:42,0.4,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:08:57,0.31,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:09:12,0.24,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:09:27,0.19,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:09:42,0.46,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:09:57,0.44,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:10:12,0.34,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:10:27,0.41,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:10:42,0.32,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:10:57,0.33,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:11:12,0.26,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:11:27,0.27,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:11:42,0.21,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:11:57,0.23,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:12:12,0.26,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:12:27,0.2,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:12:42,0.16,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:12:57,0.12,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
2025-11-03 22:13:12,0.09,"__name__=""node_load1"",instance=""node-exporter:9100"",job=""node""",node_load1,node-exporter:9100,node
