timestamp,value,metric,instance
2025-11-03 22:03:40,2.100000002731889,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:03:55,2.116666667473808,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:04:10,2.6833333307877183,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:04:25,50.466666667101286,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:04:40,81.34166666616997,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:04:55,78.04166666852932,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:05:10,7.950000000807151,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:05:25,3.633333331284433,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:05:40,3.4583333351959737,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:05:55,3.3666666643694043,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:06:10,3.733333333705872,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:06:25,4.100000001490116,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:06:40,3.425000001055494,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:06:55,3.4333333310981686,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:07:10,3.8999999997516426,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:07:25,2.9333333345130086,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:07:40,3.8416666630655527,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:07:55,3.516666670329869,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:08:10,3.8416666646177617,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:08:25,4.191666666107878,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:08:40,2.958333333954215,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:08:55,3.3083333338921364,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:09:10,3.8249999998758284,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:09:25,3.475000001490116,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:09:40,3.4999999978269045,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:09:55,2.675000000745058,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:10:10,4.316666667970509,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:10:25,4.27499999913077,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:10:40,3.6666666685293023,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:10:55,3.175000000434622,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:11:10,3.7166666643073256,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:11:25,3.650000003787383,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:11:40,3.4249999979510903,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:11:55,3.4416666673496366,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:12:10,3.974999999627471,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:12:25,3.674999998571977,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:12:40,3.4749999983857123,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:12:55,3.225000000869244,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:13:10,3.808333335133895,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:13:25,3.3333333333333286,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:13:40,3.41666666790843,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:13:55,3.4833333299805815,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:14:10,3.808333333581686,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:14:25,3.8416666677221656,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:14:40,3.2666666650523695,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:14:55,3.183333335133881,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:15:10,3.966666666480407,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:15:25,3.5416666666666714,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:15:40,3.9583333333333286,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:15:55,2.8833333340783867,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:16:10,3.7083333311602473,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:16:25,4.04166666790843,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:16:40,3.691666666418314,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:16:55,3.5416666666666714,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:17:10,3.75,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:17:25,3.400000000062093,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:17:40,3.4916666662320495,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:17:55,3.3916666669150146,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:18:10,3.916666667597994,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:18:25,3.291666667597994,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:18:40,3.3166666654869914,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:18:55,4.249999999689564,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:19:10,4.133333332526192,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:19:25,3.7333333352580667,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:19:40,3.241666665611163,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:19:55,3.5833333324020202,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:20:10,3.7916666688397527,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:20:25,3.8916666650523695,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:20:40,3.4249999979510903,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:20:55,2.9833333349476305,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:21:10,3.7750000025456103,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:21:25,3.449999997392297,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:21:40,3.5000000024835316,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:21:55,3.674999998571977,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:22:10,3.05833333327125,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:22:25,4.158333331967384,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:22:40,3.6166666680946946,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:22:55,3.133333333147064,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-03 22:23:10,25.741666667163372,"instance=""node-exporter:9100""",node-exporter:9100
