timestamp,value,metric,result
2025-11-03 22:03:39,0.0,"result=""dropped""",dropped
2025-11-03 22:03:54,0.0,"result=""dropped""",dropped
2025-11-03 22:04:09,0.0,"result=""dropped""",dropped
2025-11-03 22:04:24,0.0,"result=""dropped""",dropped
2025-11-03 22:04:39,0.0,"result=""dropped""",dropped
2025-11-03 22:04:54,0.0,"result=""dropped""",dropped
2025-11-03 22:05:09,0.0,"result=""dropped""",dropped
2025-11-03 22:05:24,0.0,"result=""dropped""",dropped
2025-11-03 22:05:39,0.0,"result=""dropped""",dropped
2025-11-03 22:05:54,0.0,"result=""dropped""",dropped
2025-11-03 22:06:09,0.0,"result=""dropped""",dropped
2025-11-03 22:06:24,0.0,"result=""dropped""",dropped
2025-11-03 22:06:39,0.0,"result=""dropped""",dropped
2025-11-03 22:06:54,0.0,"result=""dropped""",dropped
2025-11-03 22:07:09,0.0,"result=""dropped""",dropped
2025-11-03 22:07:24,0.0,"result=""dropped""",dropped
2025-11-03 22:07:39,0.0,"result=""dropped""",dropped
2025-11-03 22:07:54,0.0,"result=""dropped""",dropped
2025-11-03 22:08:09,0.0,"result=""dropped""",dropped
2025-11-03 22:08:24,0.0,"result=""dropped""",dropped
2025-11-03 22:08:39,0.0,"result=""dropped""",dropped
2025-11-03 22:08:54,0.0,"result=""dropped""",dropped
2025-11-03 22:09:09,0.0,"result=""dropped""",dropped
2025-11-03 22:09:24,0.0,"result=""dropped""",dropped
2025-11-03 22:09:39,0.0,"result=""dropped""",dropped
2025-11-03 22:09:54,0.0,"result=""dropped""",dropped
2025-11-03 22:10:09,0.0,"result=""dropped""",dropped
2025-11-03 22:10:24,0.0,"result=""dropped""",dropped
2025-11-03 22:10:39,0.0,"result=""dropped""",dropped
2025-11-03 22:10:54,0.0,"result=""dropped""",dropped
2025-11-03 22:11:09,0.0,"result=""dropped""",dropped
2025-11-03 22:11:24,0.0,"result=""dropped""",dropped
2025-11-03 22:11:39,0.0,"result=""dropped""",dropped
2025-11-03 22:11:54,0.0,"result=""dropped""",dropped
2025-11-03 22:12:09,0.0,"result=""dropped""",dropped
2025-11-03 22:12:24,0.0,"result=""dropped""",dropped
2025-11-03 22:12:39,0.0,"result=""dropped""",dropped
2025-11-03 22:12:54,0.0,"result=""dropped""",dropped
2025-11-03 22:13:09,0.0,"result=""dropped""",dropped
2025-11-03 22:13:24,0.0,"result=""dropped""",dropped
2025-11-03 22:13:39,0.0,"result=""dropped""",dropped
2025-11-03 22:13:54,0.0,"result=""dropped""",dropped
2025-11-03 22:14:09,0.0,"result=""dropped""",dropped
2025-11-03 22:14:24,0.0,"result=""dropped""",dropped
2025-11-03 22:14:39,0.0,"result=""dropped""",dropped
2025-11-03 22:14:54,0.0,"result=""dropped""",dropped
2025-11-03 22:15:09,0.0,"result=""dropped""",dropped
2025-11-03 22:15:24,0.0,"result=""dropped""",dropped
2025-11-03 22:15:39,0.0,"result=""dropped""",dropped
2025-11-03 22:15:54,0.0,"result=""dropped""",dropped
2025-11-03 22:16:09,0.0,"result=""dropped""",dropped
2025-11-03 22:16:24,0.0,"result=""dropped""",dropped
2025-11-03 22:16:39,0.0,"result=""dropped""",dropped
2025-11-03 22:16:54,0.0,"result=""dropped""",dropped
2025-11-03 22:17:09,0.0,"result=""dropped""",dropped
2025-11-03 22:17:24,0.0,"result=""dropped""",dropped
2025-11-03 22:17:39,0.0,"result=""dropped""",dropped
2025-11-03 22:17:54,0.0,"result=""dropped""",dropped
2025-11-03 22:18:09,0.0,"result=""dropped""",dropped
2025-11-03 22:18:24,0.0,"result=""dropped""",dropped
2025-11-03 22:18:39,0.0,"result=""dropped""",dropped
2025-11-03 22:18:54,0.0,"result=""dropped""",dropped
2025-11-03 22:19:09,0.0,"result=""dropped""",dropped
2025-11-03 22:19:24,0.0,"result=""dropped""",dropped
2025-11-03 22:19:39,0.0,"result=""dropped""",dropped
2025-11-03 22:19:54,0.0,"result=""dropped""",dropped
2025-11-03 22:20:09,0.0,"result=""dropped""",dropped
2025-11-03 22:20:24,0.0,"result=""dropped""",dropped
2025-11-03 22:20:39,0.0,"result=""dropped""",dropped
2025-11-03 22:20:54,0.0,"result=""dropped""",dropped
2025-11-03 22:21:09,0.0,"result=""dropped""",dropped
2025-11-03 22:21:24,0.0,"result=""dropped""",dropped
2025-11-03 22:21:39,0.0,"result=""dropped""",dropped
2025-11-03 22:21:54,0.0,"result=""dropped""",dropped
2025-11-03 22:22:09,0.0,"result=""dropped""",dropped
2025-11-03 22:22:24,0.0,"result=""dropped""",dropped
2025-11-03 22:22:39,0.0,"result=""dropped""",dropped
2025-11-03 22:22:54,0.0,"result=""dropped""",dropped
2025-11-03 22:23:09,0.0,"result=""dropped""",dropped
2025-11-03 22:03:39,0.0,"result=""err""",err
2025-11-03 22:03:54,0.0,"result=""err""",err
2025-11-03 22:04:09,0.0,"result=""err""",err
2025-11-03 22:04:24,0.0,"result=""err""",err
2025-11-03 22:04:39,0.0,"result=""err""",err
2025-11-03 22:04:54,0.0,"result=""err""",err
2025-11-03 22:05:09,0.0,"result=""err""",err
2025-11-03 22:05:24,0.0,"result=""err""",err
2025-11-03 22:05:39,0.0,"result=""err""",err
2025-11-03 22:05:54,0.0,"result=""err""",err
2025-11-03 22:06:09,0.0,"result=""err""",err
2025-11-03 22:06:24,0.0,"result=""err""",err
2025-11-03 22:06:39,0.0,"result=""err""",err
2025-11-03 22:06:54,0.0,"result=""err""",err
2025-11-03 22:07:09,0.0,"result=""err""",err
2025-11-03 22:07:24,0.0,"result=""err""",err
2025-11-03 22:07:39,0.0,"result=""err""",err
2025-11-03 22:07:54,0.0,"result=""err""",err
2025-11-03 22:08:09,0.0,"result=""err""",err
2025-11-03 22:08:24,0.0,"result=""err""",err
2025-11-03 22:08:39,0.0,"result=""err""",err
2025-11-03 22:08:54,0.0,"result=""err""",err
2025-11-03 22:09:09,0.0,"result=""err""",err
2025-11-03 22:09:24,0.0,"result=""err""",err
2025-11-03 22:09:39,0.0,"result=""err""",err
2025-11-03 22:09:54,0.0,"result=""err""",err
2025-11-03 22:10:09,0.0,"result=""err""",err
2025-11-03 22:10:24,0.0,"result=""err""",err
2025-11-03 22:10:39,0.0,"result=""err""",err
2025-11-03 22:10:54,0.0,"result=""err""",err
2025-11-03 22:11:09,0.0,"result=""err""",err
2025-11-03 22:11:24,0.0,"result=""err""",err
2025-11-03 22:11:39,0.0,"result=""err""",err
2025-11-03 22:11:54,0.0,"result=""err""",err
2025-11-03 22:12:09,0.0,"result=""err""",err
2025-11-03 22:12:24,0.0,"result=""err""",err
2025-11-03 22:12:39,0.0,"result=""err""",err
2025-11-03 22:12:54,0.0,"result=""err""",err
2025-11-03 22:13:09,0.0,"result=""err""",err
2025-11-03 22:13:24,0.0,"result=""err""",err
2025-11-03 22:13:39,0.0,"result=""err""",err
2025-11-03 22:13:54,0.0,"result=""err""",err
2025-11-03 22:14:09,0.0,"result=""err""",err
2025-11-03 22:14:24,0.0,"result=""err""",err
2025-11-03 22:14:39,0.0,"result=""err""",err
2025-11-03 22:14:54,0.0,"result=""err""",err
2025-11-03 22:15:09,0.0,"result=""err""",err
2025-11-03 22:15:24,0.0,"result=""err""",err
2025-11-03 22:15:39,0.0,"result=""err""",err
2025-11-03 22:15:54,0.0,"result=""err""",err
2025-11-03 22:16:09,0.0,"result=""err""",err
2025-11-03 22:16:24,0.0,"result=""err""",err
2025-11-03 22:16:39,0.0,"result=""err""",err
2025-11-03 22:16:54,0.0,"result=""err""",err
2025-11-03 22:17:09,0.0,"result=""err""",err
2025-11-03 22:17:24,0.0,"result=""err""",err
2025-11-03 22:17:39,0.0,"result=""err""",err
2025-11-03 22:17:54,0.0,"result=""err""",err
2025-11-03 22:18:09,0.0,"result=""err""",err
2025-11-03 22:18:24,0.0,"result=""err""",err
2025-11-03 22:18:39,0.0,"result=""err""",err
2025-11-03 22:18:54,0.0,"result=""err""",err
2025-11-03 22:19:09,0.0,"result=""err""",err
2025-11-03 22:19:24,0.0,"result=""err""",err
2025-11-03 22:19:39,0.0,"result=""err""",err
2025-11-03 22:19:54,0.0,"result=""err""",err
2025-11-03 22:20:09,0.0,"result=""err""",err
2025-11-03 22:20:24,0.0,"result=""err""",err
2025-11-03 22:20:39,0.0,"result=""err""",err
2025-11-03 22:20:54,0.0,"result=""err""",err
2025-11-03 22:21:09,0.0,"result=""err""",err
2025-11-03 22:21:24,0.0,"result=""err""",err
2025-11-03 22:21:39,0.0,"result=""err""",err
2025-11-03 22:21:54,0.0,"result=""err""",err
2025-11-03 22:22:09,0.0,"result=""err""",err
2025-11-03 22:22:24,0.0,"result=""err""",err
2025-11-03 22:22:39,0.0,"result=""err""",err
2025-11-03 22:22:54,0.0,"result=""err""",err
2025-11-03 22:23:09,0.0,"result=""err""",err
2025-11-03 22:03:39,0.0,"result=""ok""",ok
2025-11-03 22:03:54,0.0,"result=""ok""",ok
2025-11-03 22:04:09,0.0,"result=""ok""",ok
2025-11-03 22:04:24,0.0,"result=""ok""",ok
2025-11-03 22:04:39,0.0,"result=""ok""",ok
2025-11-03 22:04:54,0.0,"result=""ok""",ok
2025-11-03 22:05:09,0.0,"result=""ok""",ok
2025-11-03 22:05:24,0.0,"result=""ok""",ok
2025-11-03 22:05:39,0.0,"result=""ok""",ok
2025-11-03 22:05:54,0.0,"result=""ok""",ok
2025-11-03 22:06:09,0.0,"result=""ok""",ok
2025-11-03 22:06:24,0.0,"result=""ok""",ok
2025-11-03 22:06:39,0.0,"result=""ok""",ok
2025-11-03 22:06:54,0.0,"result=""ok""",ok
2025-11-03 22:07:09,0.0,"result=""ok""",ok
2025-11-03 22:07:24,0.0,"result=""ok""",ok
2025-11-03 22:07:39,0.0,"result=""ok""",ok
2025-11-03 22:07:54,0.0,"result=""ok""",ok
2025-11-03 22:08:09,0.0,"result=""ok""",ok
2025-11-03 22:08:24,0.0,"result=""ok""",ok
2025-11-03 22:08:39,0.0,"result=""ok""",ok
2025-11-03 22:08:54,0.0,"result=""ok""",ok
2025-11-03 22:09:09,0.0,"result=""ok""",ok
2025-11-03 22:09:24,0.0,"result=""ok""",ok
2025-11-03 22:09:39,0.0,"result=""ok""",ok
2025-11-03 22:09:54,0.0,"result=""ok""",ok
2025-11-03 22:10:09,0.0,"result=""ok""",ok
2025-11-03 22:10:24,0.0,"result=""ok""",ok
2025-11-03 22:10:39,0.0,"result=""ok""",ok
2025-11-03 22:10:54,0.0,"result=""ok""",ok
2025-11-03 22:11:09,0.0,"result=""ok""",ok
2025-11-03 22:11:24,0.0,"result=""ok""",ok
2025-11-03 22:11:39,0.0,"result=""ok""",ok
2025-11-03 22:11:54,0.0,"result=""ok""",ok
2025-11-03 22:12:09,0.0,"result=""ok""",ok
2025-11-03 22:12:24,0.0,"result=""ok""",ok
2025-11-03 22:12:39,0.0,"result=""ok""",ok
2025-11-03 22:12:54,0.0,"result=""ok""",ok
2025-11-03 22:13:09,0.0,"result=""ok""",ok
2025-11-03 22:13:24,0.0,"result=""ok""",ok
2025-11-03 22:13:39,0.0,"result=""ok""",ok
2025-11-03 22:13:54,0.0,"result=""ok""",ok
2025-11-03 22:14:09,0.0,"result=""ok""",ok
2025-11-03 22:14:24,0.0,"result=""ok""",ok
2025-11-03 22:14:39,0.0,"result=""ok""",ok
2025-11-03 22:14:54,0.0,"result=""ok""",ok
2025-11-03 22:15:09,0.0,"result=""ok""",ok
2025-11-03 22:15:24,0.0,"result=""ok""",ok
2025-11-03 22:15:39,0.0,"result=""ok""",ok
2025-11-03 22:15:54,0.0,"result=""ok""",ok
2025-11-03 22:16:09,0.0,"result=""ok""",ok
2025-11-03 22:16:24,0.0,"result=""ok""",ok
2025-11-03 22:16:39,0.0,"result=""ok""",ok
2025-11-03 22:16:54,0.0,"result=""ok""",ok
2025-11-03 22:17:09,0.0,"result=""ok""",ok
2025-11-03 22:17:24,0.0,"result=""ok""",ok
2025-11-03 22:17:39,0.0,"result=""ok""",ok
2025-11-03 22:17:54,0.0,"result=""ok""",ok
2025-11-03 22:18:09,0.0,"result=""ok""",ok
2025-11-03 22:18:24,0.0,"result=""ok""",ok
2025-11-03 22:18:39,0.0,"result=""ok""",ok
2025-11-03 22:18:54,0.0,"result=""ok""",ok
2025-11-03 22:19:09,0.0,"result=""ok""",ok
2025-11-03 22:19:24,0.0,"result=""ok""",ok
2025-11-03 22:19:39,0.0,"result=""ok""",ok
2025-11-03 22:19:54,0.0,"result=""ok""",ok
2025-11-03 22:20:09,0.0,"result=""ok""",ok
2025-11-03 22:20:24,0.0,"result=""ok""",ok
2025-11-03 22:20:39,0.0,"result=""ok""",ok
2025-11-03 22:20:54,0.0,"result=""ok""",ok
2025-11-03 22:21:09,0.0,"result=""ok""",ok
2025-11-03 22:21:24,0.0,"result=""ok""",ok
2025-11-03 22:21:39,0.0,"result=""ok""",ok
2025-11-03 22:21:54,0.0,"result=""ok""",ok
2025-11-03 22:22:09,0.0,"result=""ok""",ok
2025-11-03 22:22:24,0.0,"result=""ok""",ok
2025-11-03 22:22:39,0.0,"result=""ok""",ok
2025-11-03 22:22:54,0.0,"result=""ok""",ok
2025-11-03 22:23:09,0.0,"result=""ok""",ok
