timestamp,value,metric
2025-11-03 22:03:42,0.0,
2025-11-03 22:03:57,0.0,
2025-11-03 22:04:12,0.0,
2025-11-03 22:04:27,0.0,
2025-11-03 22:04:42,0.0,
2025-11-03 22:04:57,0.0,
2025-11-03 22:05:12,0.0,
2025-11-03 22:05:27,0.0,
2025-11-03 22:05:42,0.0,
2025-11-03 22:05:57,0.0,
2025-11-03 22:06:12,0.0,
2025-11-03 22:06:27,0.0,
2025-11-03 22:06:42,0.0,
2025-11-03 22:06:57,0.0,
2025-11-03 22:07:12,0.0,
2025-11-03 22:07:27,0.0,
2025-11-03 22:07:42,0.0,
2025-11-03 22:07:57,0.0,
2025-11-03 22:08:12,0.0,
2025-11-03 22:08:27,0.0,
2025-11-03 22:08:42,0.0,
2025-11-03 22:08:57,0.0,
2025-11-03 22:09:12,0.0,
2025-11-03 22:09:27,0.0,
2025-11-03 22:09:42,0.0,
2025-11-03 22:09:57,0.0,
2025-11-03 22:10:12,0.0,
2025-11-03 22:10:27,0.0,
2025-11-03 22:10:42,0.0,
2025-11-03 22:10:57,0.0,
2025-11-03 22:11:12,0.0,
2025-11-03 22:11:27,0.0,
2025-11-03 22:11:42,0.0,
2025-11-03 22:11:57,0.0,
2025-11-03 22:12:12,0.0,
2025-11-03 22:12:27,0.0,
2025-11-03 22:12:42,0.0,
2025-11-03 22:12:57,0.0,
2025-11-03 22:13:12,0.0,
2025-11-03 22:13:27,0.0,
2025-11-03 22:13:42,0.0,
2025-11-03 22:13:57,0.0,
2025-11-03 22:14:12,0.0,
2025-11-03 22:14:27,0.0,
2025-11-03 22:14:42,0.0,
2025-11-03 22:14:57,0.0,
2025-11-03 22:15:12,0.0,
2025-11-03 22:15:27,0.0,
2025-11-03 22:15:42,0.0,
2025-11-03 22:15:57,0.0,
2025-11-03 22:16:12,0.0,
2025-11-03 22:16:27,0.0,
2025-11-03 22:16:42,0.0,
2025-11-03 22:16:57,0.0,
2025-11-03 22:17:12,0.0,
2025-11-03 22:17:27,0.0,
2025-11-03 22:17:42,0.0,
2025-11-03 22:17:57,0.0,
2025-11-03 22:18:12,0.0,
2025-11-03 22:18:27,0.0,
2025-11-03 22:18:42,0.0,
2025-11-03 22:18:57,0.0,
2025-11-03 22:19:12,0.0,
2025-11-03 22:19:27,0.0,
2025-11-03 22:19:42,0.0,
2025-11-03 22:19:57,0.0,
2025-11-03 22:20:12,0.0,
2025-11-03 22:20:27,0.0,
2025-11-03 22:20:42,0.0,
2025-11-03 22:20:57,0.0,
2025-11-03 22:21:12,0.0,
2025-11-03 22:21:27,0.0,
2025-11-03 22:21:42,0.0,
2025-11-03 22:21:57,0.0,
2025-11-03 22:22:12,0.0,
2025-11-03 22:22:27,0.0,
2025-11-03 22:22:42,0.0,
2025-11-03 22:22:57,0.0,
2025-11-03 22:23:12,0.0,
