timestamp,value,metric,instance,job
2025-11-03 22:03:26,7.878746066496433,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:03:41,7.894845872353173,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:03:56,7.9092784649295425,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:04:11,7.922553961721775,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:04:26,8.219349030353726,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:04:41,8.338554779900477,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:04:56,8.48690565712839,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:05:11,8.443620321289416,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:05:26,8.524990282883792,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:05:41,8.513749035131426,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:05:56,8.517008810351257,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:06:11,8.528250058103623,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:06:26,8.53649281032935,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:06:41,8.532368323743952,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:06:56,8.53520507469861,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:07:11,8.57092574132514,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:07:26,8.567616198544698,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:07:41,8.579927448850142,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:07:56,8.560474553597416,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-03 22:08:11,8.567429570192417,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
