timestamp,value,metric,__name__,container_label_com_docker_compose_config_hash,container_label_com_docker_compose_container_number,container_label_com_docker_compose_oneoff,container_label_com_docker_compose_project,container_label_com_docker_compose_project_config_files,container_label_com_docker_compose_project_working_dir,container_label_com_docker_compose_service,container_label_com_docker_compose_version,id,image,instance,job,name,container_label_maintainer,container_label_resty_config_options,container_label_resty_luarocks_version,container_label_resty_openssl_version,container_label_resty_pcre_version,container_label_resty_version,container_label_org_opencontainers_image_source
2025-11-03 22:03:19,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:03:34,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:03:49,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:04:04,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:04:19,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:04:34,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:04:49,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:05:04,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:05:19,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
2025-11-03 22:05:34,2023424.0,"__name__=""container_memory_usage_bytes"",container_label_com_docker_compose_config_hash=""0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d"",container_label_com_docker_compose_container_number=""1"",container_label_com_docker_compose_oneoff=""False"",container_label_com_docker_compose_project=""socialnetwork"",container_label_com_docker_compose_project_config_files=""docker-compose-gcov.yml"",container_label_com_docker_compose_project_working_dir=""/home/ubuntu/DeathStarBench/socialNetwork"",container_label_com_docker_compose_service=""url-shorten-memcached"",container_label_com_docker_compose_version=""1.29.2"",id=""/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92"",image=""memcached"",instance=""cadvisor:8080"",job=""cadvisor"",name=""socialnetwork_url-shorten-memcached_1""",container_memory_usage_bytes,0bb06efdc4b7c1e8c318261c7ed78fd45b7a7a37b81077b554f175d09107235d,1,False,socialnetwork,docker-compose-gcov.yml,/home/ubuntu/DeathStarBench/socialNetwork,url-shorten-memcached,1.29.2,/docker/bbf32dfb97977bfb6970b1e3aaee26d51d9b25315c343fda0b0a6d05557ffb92,memcached,cadvisor:8080,cadvisor,socialnetwork_url-shorten-memcached_1,,,,,,,
