timestamp,value,metric
2025-11-04 00:02:31,0.0,
2025-11-04 00:02:46,0.0,
2025-11-04 00:03:01,0.0,
2025-11-04 00:03:16,0.0,
2025-11-04 00:03:31,0.0,
2025-11-04 00:03:46,0.0,
2025-11-04 00:04:01,0.0,
2025-11-04 00:04:16,0.0,
2025-11-04 00:04:31,0.0,
2025-11-04 00:04:46,0.0,
2025-11-04 00:05:01,0.0,
2025-11-04 00:05:16,0.0,
2025-11-04 00:05:31,0.0,
2025-11-04 00:05:46,0.0,
2025-11-04 00:06:01,0.0,
2025-11-04 00:06:16,0.0,
2025-11-04 00:06:31,0.0,
2025-11-04 00:06:46,0.0,
2025-11-04 00:07:01,0.0,
2025-11-04 00:07:16,0.0,
2025-11-04 00:07:31,0.0,
2025-11-04 00:07:46,0.0,
2025-11-04 00:08:01,0.0,
2025-11-04 00:08:16,0.0,
2025-11-04 00:08:31,0.0,
2025-11-04 00:08:46,0.0,
2025-11-04 00:09:01,0.0,
2025-11-04 00:09:16,0.0,
2025-11-04 00:09:31,0.0,
2025-11-04 00:09:46,0.0,
2025-11-04 00:10:01,0.0,
2025-11-04 00:10:16,0.0,
2025-11-04 00:10:31,0.0,
2025-11-04 00:10:46,0.0,
2025-11-04 00:11:01,0.0,
2025-11-04 00:11:16,0.0,
2025-11-04 00:11:31,0.0,
2025-11-04 00:11:46,0.0,
2025-11-04 00:12:01,0.0,
2025-11-04 00:12:16,0.0,
2025-11-04 00:12:31,0.0,
2025-11-04 00:12:46,0.0,
2025-11-04 00:13:01,0.0,
2025-11-04 00:13:16,0.0,
2025-11-04 00:13:31,0.0,
2025-11-04 00:13:46,0.0,
2025-11-04 00:14:01,0.0,
2025-11-04 00:14:16,0.0,
2025-11-04 00:14:31,0.0,
2025-11-04 00:14:46,0.0,
2025-11-04 00:15:01,0.0,
2025-11-04 00:15:16,0.0,
2025-11-04 00:15:31,0.0,
2025-11-04 00:15:46,0.0,
2025-11-04 00:16:01,0.0,
2025-11-04 00:16:16,0.0,
2025-11-04 00:16:31,0.0,
2025-11-04 00:16:46,0.0,
2025-11-04 00:17:01,0.0,
2025-11-04 00:17:16,0.0,
2025-11-04 00:17:31,0.0,
2025-11-04 00:17:46,0.0,
2025-11-04 00:18:01,0.0,
2025-11-04 00:18:16,0.0,
2025-11-04 00:18:31,0.0,
2025-11-04 00:18:46,0.0,
2025-11-04 00:19:01,0.0,
2025-11-04 00:19:16,0.0,
2025-11-04 00:19:31,0.0,
2025-11-04 00:19:46,0.0,
2025-11-04 00:20:01,0.0,
2025-11-04 00:20:16,0.0,
2025-11-04 00:20:31,0.0,
2025-11-04 00:20:46,0.0,
2025-11-04 00:21:01,0.0,
2025-11-04 00:21:16,0.0,
2025-11-04 00:21:31,0.0,
2025-11-04 00:21:46,0.0,
2025-11-04 00:22:01,0.0,
