timestamp,value,metric,instance
2025-11-04 00:02:28,2.275000003476933,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:02:43,1.9916666640589682,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:02:58,6.433333332339913,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:03:13,53.950000000186265,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:03:28,79.64166666536282,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:03:43,74.76666667188206,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:03:58,13.383333329111338,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:04:13,3.2666666666045785,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:04:28,3.358333335878953,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:04:43,3.1416666647419333,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:04:58,4.241666668094695,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:05:13,3.2749999981994478,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:05:28,3.3833333353201596,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:05:43,3.283333331346512,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:05:58,4.325000001117587,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:06:13,3.408333331656948,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:06:28,3.2750000013038516,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:06:43,3.250000000310436,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:06:58,4.89999999913077,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:07:13,3.475000001490116,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:07:28,3.3166666670392004,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:07:43,3.683333331719041,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:07:58,4.283333332277834,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:08:13,3.425000001055494,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:08:28,3.2583333350097092,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:08:43,3.2583333303530964,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:08:58,4.408333337244883,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:09:13,3.2666666635001746,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:09:28,3.1500000009934155,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:09:43,3.4416666673496366,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:09:58,4.624999999068677,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:10:13,3.4333333326503634,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:10:28,3.6083333349476163,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:10:43,2.9750000018005522,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:10:58,3.983333334326744,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:11:13,3.3749999990686774,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:11:28,3.4916666646798404,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:11:43,3.600000000248343,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:11:58,4.074999998944506,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:12:13,3.225000000869244,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:12:28,3.3833333337679505,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:12:43,3.283333331346512,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:12:58,4.47500000086923,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:13:13,2.999999999689564,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:13:28,3.400000000062093,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:13:43,3.3666666674738224,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:13:58,4.074999998944506,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:14:13,3.341666666480407,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:14:28,2.900000001924724,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:14:43,3.3250000001862645,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:14:58,4.924999998571977,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:15:13,3.1000000005587935,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:15:28,3.5000000009313226,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:15:43,2.999999999689564,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:15:58,4.516666668156773,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:16:13,3.349999996523053,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:16:28,3.3666666674738224,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:16:43,3.2499999987582413,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:16:58,4.166666668218866,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:17:13,3.35000000117968,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:17:28,3.399999998509884,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:17:43,3.39166666536282,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:17:58,4.158333333519607,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:18:13,2.966666670205683,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:18:28,3.5083333325261776,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:18:43,3.624999998137355,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:18:58,3.9333333323399273,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:19:13,3.633333335941032,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:19:28,3.1083333337058576,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:19:43,3.3833333322157415,"instance=""node-exporter:9100""",node-exporter:9100
2025-11-04 00:19:58,4.3500000005587935,"instance=""node-exporter:9100""",node-exporter:9100
