timestamp,value,metric,instance,job
2025-11-04 00:02:14,7.898590881288939,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:02:29,7.901589376815593,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:02:44,7.915642491742318,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:02:59,7.953521826310222,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:03:14,8.249856545006551,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:03:29,8.356999882050886,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:03:44,8.487310018558318,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:03:59,8.423159632934386,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:04:14,8.487322460448482,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:04:29,8.506613611129225,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:04:44,8.500815690318362,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:04:59,8.515173631553836,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:05:14,8.529892387603695,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:05:29,8.512728800138945,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:05:44,8.553830584256232,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:05:59,8.545544285414977,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:06:14,8.548331268809022,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:06:29,8.588618109121342,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:06:44,8.609053913696087,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:06:59,8.609707112929073,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:07:14,8.5798590184543,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:07:29,8.573942899687012,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:07:44,8.577470175545116,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:07:59,8.558707805195837,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:08:14,8.57090707848991,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:08:29,8.531279658355658,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
2025-11-04 00:08:44,8.563510374794532,"instance=""node-exporter:9100"",job=""node""",node-exporter:9100,node
