trace_id,span_id,parent_span_id,service,operation,start_time,duration_us,http_status_code,http_method,http_url,component,tags,logs
00ef6d71afa187d0,7ac2fbd0b88abc04,7826040b440ccfca,home-timeline-service,read_home_timeline_server,2025-11-04 03:15:35.868969,2237,,,,,"{""internal.span.format"": ""proto""}",
00ef6d71afa187d0,ca703b53c34a77a7,7ac2fbd0b88abc04,home-timeline-service,read_home_timeline_redis_find_client,2025-11-04 03:15:35.869000,543,,,,,"{""internal.span.format"": ""proto""}",
00ef6d71afa187d0,d18eddda65f9e76e,7ac2fbd0b88abc04,post-storage-service,post_storage_read_posts_server,2025-11-04 03:15:35.870886,130,,,,,"{""internal.span.format"": ""proto""}",
00ef6d71afa187d0,00ef6d71afa187d0,,nginx-web-server,/wrk2-api/home-timeline/read,2025-11-04 03:15:35.868000,3550,200,GET,http://localhost:8080/wrk2-api/home-timeline/read?req_id=-1728769186&user_id=963&start=131&stop=457,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 200, ""http.status_line"": """", ""component"": ""nginx"", ""nginx.worker_pid"": ""10"", ""peer.address"": ""192.168.64.1:54554"", ""http.method"": ""GET"", ""http.url"": ""http://localhost:8080/wrk2-api/home-timeline/read?req_id=-1728769186&user_id=963&start=131&stop=457"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}",
00ef6d71afa187d0,d998c40372621912,00ef6d71afa187d0,nginx-web-server,/wrk2-api/home-timeline/read,2025-11-04 03:15:35.868305,3245,200,GET,http://localhost:8080/wrk2-api/home-timeline/read?req_id=-1728769186&user_id=963&start=131&stop=457,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""10"", ""peer.address"": ""192.168.64.1:54554"", ""http.method"": ""GET"", ""http.url"": ""http://localhost:8080/wrk2-api/home-timeline/read?req_id=-1728769186&user_id=963&start=131&stop=457"", ""http.host"": ""localhost:8080"", ""http.status_code"": 200, ""http.status_line"": """", ""internal.span.format"": ""proto""}",
00ef6d71afa187d0,7826040b440ccfca,d998c40372621912,nginx-web-server,read_home_timeline_client,2025-11-04 03:15:35.868378,3095,,,,,"{""internal.span.format"": ""proto""}",
010bb926279dc974,f32c8a7b71efd8b5,eb7dc66726439118,user-service,user_mongo_insert_cilent,2025-11-04 03:14:15.356001,570,,,,,"{""internal.span.format"": ""proto""}",
010bb926279dc974,eb7dc66726439118,1360dacd13644950,user-service,register_user_withid_server,2025-11-04 03:14:15.354427,2160,,,,,"{""internal.span.format"": ""proto""}",
010bb926279dc974,010bb926279dc974,,nginx-web-server,/wrk2-api/user/register,2025-11-04 03:14:15.352000,4967,200,POST,http://localhost:8080/wrk2-api/user/register,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 200, ""http.status_line"": """", ""component"": ""nginx"", ""nginx.worker_pid"": ""13"", ""peer.address"": ""192.168.64.1:37020"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/user/register"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}",
010bb926279dc974,1360dacd13644950,c13e27b0ee7b30a8,nginx-web-server,register_client,2025-11-04 03:14:15.352965,3878,,,,,"{""internal.span.format"": ""proto""}",
010bb926279dc974,c13e27b0ee7b30a8,010bb926279dc974,nginx-web-server,/wrk2-api/user/register,2025-11-04 03:14:15.352699,4268,200,POST,http://localhost:8080/wrk2-api/user/register,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""13"", ""peer.address"": ""192.168.64.1:37020"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/user/register"", ""http.host"": ""localhost:8080"", ""http.status_code"": 200, ""http.status_line"": """", ""internal.span.format"": ""proto""}",
01243846593049ba,20be7bfc2d595b9b,4e22a68eb049d4f3,user-timeline-service,read_user_timeline_redis_find_client,2025-11-04 03:08:37.555149,203,,,,,"{""internal.span.format"": ""proto""}",
01243846593049ba,3971bb33f4e63353,4e22a68eb049d4f3,user-timeline-service,user_timeline_mongo_find_client,2025-11-04 03:08:37.555397,28,,,,,"{""internal.span.format"": ""proto""}",
01243846593049ba,4e22a68eb049d4f3,1794a010f60a5809,user-timeline-service,read_user_timeline_server,2025-11-04 03:08:37.555137,1506,,,,,"{""internal.span.format"": ""proto""}",
01243846593049ba,9dc5d342f80e912a,4e22a68eb049d4f3,post-storage-service,post_storage_read_posts_server,2025-11-04 03:08:37.556385,13,,,,,"{""internal.span.format"": ""proto""}",
01243846593049ba,01243846593049ba,,nginx-web-server,/wrk2-api/user-timeline/read,2025-11-04 03:08:37.554000,3013,200,GET,http://localhost:8080/wrk2-api/user-timeline/read?req_id=-1247724426&user_id=865&start=212&stop=844,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 200, ""http.status_line"": """", ""component"": ""nginx"", ""nginx.worker_pid"": ""11"", ""peer.address"": ""192.168.64.1:51608"", ""http.method"": ""GET"", ""http.url"": ""http://localhost:8080/wrk2-api/user-timeline/read?req_id=-1247724426&user_id=865&start=212&stop=844"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}",
01243846593049ba,0b60ddab5c68eaa3,01243846593049ba,nginx-web-server,/wrk2-api/user-timeline/read,2025-11-04 03:08:37.554224,2789,200,GET,http://localhost:8080/wrk2-api/user-timeline/read?req_id=-1247724426&user_id=865&start=212&stop=844,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""11"", ""peer.address"": ""192.168.64.1:51608"", ""http.method"": ""GET"", ""http.url"": ""http://localhost:8080/wrk2-api/user-timeline/read?req_id=-1247724426&user_id=865&start=212&stop=844"", ""http.host"": ""localhost:8080"", ""http.status_code"": 200, ""http.status_line"": """", ""internal.span.format"": ""proto""}",
01243846593049ba,1794a010f60a5809,0b60ddab5c68eaa3,nginx-web-server,ReadUserTimeline,2025-11-04 03:08:37.554278,2677,,,,,"{""internal.span.format"": ""proto""}",
0125938dd23cfc65,c8f3fa34ec2bcfc0,a104780f7345e7f8,user-timeline-service,read_user_timeline_redis_find_client,2025-11-04 03:07:43.952845,186,,,,,"{""internal.span.format"": ""proto""}",
0125938dd23cfc65,af0f4687bc17c7b5,a104780f7345e7f8,user-timeline-service,user_timeline_mongo_find_client,2025-11-04 03:07:43.953087,22,,,,,"{""internal.span.format"": ""proto""}",
0125938dd23cfc65,a104780f7345e7f8,7e83b5d33c030a3f,user-timeline-service,read_user_timeline_server,2025-11-04 03:07:43.952834,1475,,,,,"{""internal.span.format"": ""proto""}",
0125938dd23cfc65,e49cbe04f7f28440,a104780f7345e7f8,post-storage-service,post_storage_read_posts_server,2025-11-04 03:07:43.954110,13,,,,,"{""internal.span.format"": ""proto""}",
0125938dd23cfc65,7e83b5d33c030a3f,80363f58723998b3,nginx-web-server,ReadUserTimeline,2025-11-04 03:07:43.952538,1958,,,,,"{""internal.span.format"": ""proto""}",
0125938dd23cfc65,80363f58723998b3,0125938dd23cfc65,nginx-web-server,/wrk2-api/user-timeline/read,2025-11-04 03:07:43.952486,2068,200,GET,http://localhost:8080/wrk2-api/user-timeline/read?req_id=-1247724426&user_id=865&start=212&stop=844,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""11"", ""peer.address"": ""192.168.64.1:49654"", ""http.method"": ""GET"", ""http.url"": ""http://localhost:8080/wrk2-api/user-timeline/read?req_id=-1247724426&user_id=865&start=212&stop=844"", ""http.host"": ""localhost:8080"", ""http.status_code"": 200, ""http.status_line"": """", ""internal.span.format"": ""proto""}",
0125938dd23cfc65,0125938dd23cfc65,,nginx-web-server,/wrk2-api/user-timeline/read,2025-11-04 03:07:43.952000,2555,200,GET,http://localhost:8080/wrk2-api/user-timeline/read?req_id=-1247724426&user_id=865&start=212&stop=844,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 200, ""http.status_line"": """", ""component"": ""nginx"", ""nginx.worker_pid"": ""11"", ""peer.address"": ""192.168.64.1:49654"", ""http.method"": ""GET"", ""http.url"": ""http://localhost:8080/wrk2-api/user-timeline/read?req_id=-1247724426&user_id=865&start=212&stop=844"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}",
01684c4463acc8f4,13f1a235120bf173,cf8627614f89dff3,social-graph-service,social_graph_mongo_update_client,2025-11-04 03:09:57.930350,593,,,,,"{""internal.span.format"": ""proto""}",
01684c4463acc8f4,95d24e63859c7650,cf8627614f89dff3,social-graph-service,mongo_update_client,2025-11-04 03:09:57.930294,651,,,,,"{""internal.span.format"": ""proto""}",
01684c4463acc8f4,28baf0375e9e1920,cf8627614f89dff3,social-graph-service,social_graph_redis_update_client,2025-11-04 03:09:57.930391,903,,,,,"{""internal.span.format"": ""proto""}",
01684c4463acc8f4,cf8627614f89dff3,1cb33211740ff3e7,social-graph-service,follow_server,2025-11-04 03:09:57.930153,1325,,,,,"{""internal.span.format"": ""proto""}",
01684c4463acc8f4,1cb33211740ff3e7,8bdef98b47680d98,nginx-web-server,follow_client,2025-11-04 03:09:57.928934,2746,,,,,"{""internal.span.format"": ""proto""}",
01684c4463acc8f4,01684c4463acc8f4,,nginx-web-server,/wrk2-api/user/follow,2025-11-04 03:09:57.928000,3774,200,POST,http://localhost:8080/wrk2-api/user/follow,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 200, ""http.status_line"": """", ""component"": ""nginx"", ""nginx.worker_pid"": ""10"", ""peer.address"": ""192.168.64.1:58320"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/user/follow"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}",
01684c4463acc8f4,8bdef98b47680d98,01684c4463acc8f4,nginx-web-server,/wrk2-api/user/follow,2025-11-04 03:09:57.928871,2903,200,POST,http://localhost:8080/wrk2-api/user/follow,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""10"", ""peer.address"": ""192.168.64.1:58320"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/user/follow"", ""http.host"": ""localhost:8080"", ""http.status_code"": 200, ""http.status_line"": """", ""internal.span.format"": ""proto""}",
01ad6762d89f76ff,fd256586febc4c6d,18ce2ec5ff621155,user-mention-service,compose_user_mentions_server,2025-11-04 03:15:30.467456,42,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,2d6049d83985811c,5a65dae94605484c,unique-id-service,compose_unique_id_server,2025-11-04 03:15:30.466503,62,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,7a3fba587e92f7b5,0e10788df9d965ac,user-service,compose_creator_server,2025-11-04 03:15:30.466222,20,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,7e08d0a46f724f68,7ecc5f759a63d232,text-service,compose_text_server,2025-11-04 03:15:30.466300,1697,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,4a3881a4f039b92c,7e08d0a46f724f68,text-service,compose_urls_client,2025-11-04 03:15:30.467141,650,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,18ce2ec5ff621155,7e08d0a46f724f68,text-service,compose_user_mentions_client,2025-11-04 03:15:30.467185,630,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,628b53302c7e0bf4,4a3881a4f039b92c,url-shorten-service,compose_urls_server,2025-11-04 03:15:30.467443,50,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,5a65dae94605484c,91e1a8d167eb64f3,compose-post-service,compose_unique_id_client,2025-11-04 03:15:30.466046,680,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,0e10788df9d965ac,91e1a8d167eb64f3,compose-post-service,compose_creator_client,2025-11-04 03:15:30.465927,858,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,7ecc5f759a63d232,91e1a8d167eb64f3,compose-post-service,compose_text_client,2025-11-04 03:15:30.465882,2296,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,ff32c2f061047c48,91e1a8d167eb64f3,compose-post-service,compose_media_client,2025-11-04 03:15:30.466095,12279,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,91e1a8d167eb64f3,34d375e468c96477,compose-post-service,compose_post_server,2025-11-04 03:15:30.465704,12817,,,,,"{""internal.span.format"": ""proto""}",
01ad6762d89f76ff,74d73f33964994f3,01ad6762d89f76ff,nginx-web-server,/wrk2-api/post/compose,2025-11-04 03:15:30.464481,14440,500,POST,http://localhost:8080/wrk2-api/post/compose,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""15"", ""peer.address"": ""192.168.64.1:57580"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/post/compose"", ""http.host"": ""localhost:8080"", ""http.status_code"": 500, ""http.status_line"": """", ""error"": true, ""internal.span.format"": ""proto""}","2025-11-04 03:15:30.478945: {""event"": ""error"", ""message"": """"}"
01ad6762d89f76ff,01ad6762d89f76ff,,nginx-web-server,/wrk2-api/post/compose,2025-11-04 03:15:30.464000,14921,500,POST,http://localhost:8080/wrk2-api/post/compose,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 500, ""http.status_line"": """", ""error"": true, ""component"": ""nginx"", ""nginx.worker_pid"": ""15"", ""peer.address"": ""192.168.64.1:57580"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/post/compose"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}","2025-11-04 03:15:30.478965: {""event"": ""error"", ""message"": """"}"
01ad6762d89f76ff,34d375e468c96477,74d73f33964994f3,nginx-web-server,compose_post_client,2025-11-04 03:15:30.465092,16089892,,,,,"{""internal.span.format"": ""proto""}",
01e096ee8cd08b1f,69dcf93453bcf607,c5bd0d20a9274fc2,social-graph-service,social_graph_mongo_delete_client,2025-11-04 03:10:24.740253,689,,,,,"{""internal.span.format"": ""proto""}",
01e096ee8cd08b1f,e3ff6f628592a0ea,c5bd0d20a9274fc2,social-graph-service,social_graph_mongo_delete_client,2025-11-04 03:10:24.740273,723,,,,,"{""internal.span.format"": ""proto""}",
01e096ee8cd08b1f,0e7ec11f049ff767,c5bd0d20a9274fc2,social-graph-service,social_graph_redis_update_client,2025-11-04 03:10:24.740253,943,,,,,"{""internal.span.format"": ""proto""}",
01e096ee8cd08b1f,c5bd0d20a9274fc2,f6f339bfe1efef6b,social-graph-service,unfollow_server,2025-11-04 03:10:24.739971,1398,,,,,"{""internal.span.format"": ""proto""}",
01e096ee8cd08b1f,f6f339bfe1efef6b,129838e8bef669fa,nginx-web-server,unfollow_client,2025-11-04 03:10:24.738517,3079,,,,,"{""internal.span.format"": ""proto""}",
01e096ee8cd08b1f,129838e8bef669fa,01e096ee8cd08b1f,nginx-web-server,/wrk2-api/user/unfollow,2025-11-04 03:10:24.738442,3216,200,POST,http://localhost:8080/wrk2-api/user/unfollow,nginx,"{""component"": ""nginx"", ""nginx.worker_pid"": ""8"", ""peer.address"": ""192.168.64.1:54790"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/user/unfollow"", ""http.host"": ""localhost:8080"", ""http.status_code"": 200, ""http.status_line"": """", ""internal.span.format"": ""proto""}",
01e096ee8cd08b1f,01e096ee8cd08b1f,,nginx-web-server,/wrk2-api/user/unfollow,2025-11-04 03:10:24.738000,3658,200,POST,http://localhost:8080/wrk2-api/user/unfollow,nginx,"{""sampler.type"": ""probabilistic"", ""sampler.param"": 0.2, ""http.status_code"": 200, ""http.status_line"": """", ""component"": ""nginx"", ""nginx.worker_pid"": ""8"", ""peer.address"": ""192.168.64.1:54790"", ""http.method"": ""POST"", ""http.url"": ""http://localhost:8080/wrk2-api/user/unfollow"", ""http.host"": ""localhost:8080"", ""internal.span.format"": ""proto""}",
01f9f992d34d2e11,0f6bb92ad16c2668,68272a45e9c72eb7,home-timeline-service,read_home_timeline_server,2025-11-04 03:13:48.635631,20,,,,,"{""internal.span.format"": ""proto""}",
